Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Population Density,Infrastructure,Historical Floods,Cluster,Anomaly
9.886496196573106,93.4571455036986,217.26847119205084,44.14058025258165,27.023250057507404,4401.560983749086,1.4839472348736449,6717.8278665478565,8617.053380143747,1,1,0,-1
16.83379930602775,93.91581082362394,173.889171070984,44.136154835711935,86.38197131392744,169.925713123375,9.777671854533486,7408.740210102313,379.4992203303304,0,1,3,-1
36.619721161415,93.92758355091271,178.37953618469336,44.29077298893918,97.57888658299434,4939.105363161315,0.8651513224948593,3492.710380011994,9954.184696882265,0,0,1,-1
8.737154675578761,74.99499646421266,284.1743630118788,41.16793011960485,88.27756698334287,329.7489966998424,4.237329837680467,2227.9896822016344,8886.496148954433,1,1,0,-1
12.675417330366129,69.03670343951008,249.2239664161668,20.673764492942063,28.984858325784018,786.1335185745988,8.679009495573746,427.3444029214709,606.2883521958418,0,1,3,-1
33.88421095620936,70.73210054476232,23.43642923692326,18.02476008161194,20.74604047799125,804.6217026893194,9.584137819529207,2889.5675886748063,8485.496162540348,0,1,3,-1
8.20161178540453,85.42145345906141,85.40570573983337,39.686453566223626,97.44791149907914,4730.342287001546,5.998010220142007,1672.304432526309,9320.868567970325,1,1,0,-1
35.344381413463054,69.14410663475805,18.931567457603528,42.52853640533718,97.78531429260946,251.9726190380017,2.658623646816886,3769.216299758196,272.7010880462977,1,0,2,-1
17.3728850286019,68.41964860358308,22.436449350859554,23.178406845579893,91.45186904124436,992.1283353585164,9.966696089720363,524.9825435909838,6317.646262951045,1,0,2,-1
36.18168039890786,84.04945727374809,96.50521400011031,29.88460317852581,85.42662229931791,4642.198076778845,0.3307460886313484,8057.138134154521,1123.9276159253295,0,0,1,-1
32.2237723720879,71.64276840208876,81.67630781533983,43.8533606593337,99.89996093276534,4851.295932826665,5.7496691363997465,6538.223079881015,9036.996042599938,1,1,0,-1
8.481047038907828,72.05765033958284,21.607999719100903,43.240210536995136,93.198647614621,1197.3399870403011,7.175885638250628,7466.682876760712,8567.112993261018,0,0,1,-1
34.81611493007832,79.24905733960017,273.6090769354124,20.24800688252368,21.326197734847057,4427.843870955121,0.3764239986344619,5993.25066262126,2453.6643894299714,0,1,3,-1
26.618917738474345,83.1167648608979,18.010893900707604,42.29561860194437,83.04311795582512,7.416452161251308,4.698426821245846,16.036057279327693,9367.856689281996,0,0,1,-1
8.146785931540341,68.82526436347375,179.41374674010703,20.226061009295996,99.25407822606466,3305.473996524812,8.498381097667531,7266.3729809104225,8807.147310547358,1,0,2,-1
26.303020153920624,75.59083320207368,297.0978283580597,16.392813672181802,23.770521930504465,4635.125446583495,0.620096193665074,7246.328035970549,6191.831918262995,0,1,3,-1
35.91680402565983,69.55279487588757,284.7396458749993,33.56676693415425,44.58263564534174,1855.46775962382,8.035475776019341,182.91779084537865,2244.2568334974444,0,0,1,-1
28.72328175830181,75.34411552816728,150.23384728218045,43.10536788853489,20.638550267483183,4232.222987674748,0.1058189259799424,8207.31700952151,7788.125716570928,1,1,0,-1
10.837190658879043,92.90560352557084,290.857968191966,31.694469182701894,24.275605560045346,4898.925249799567,3.359920408309799,171.46924417406936,7546.865329781749,0,0,1,-1
22.25686037838814,71.66978930268884,294.3733802047172,28.66201971491745,99.35096495497346,4587.489989603223,4.507952800131594,413.0997943173668,2195.1286745166253,1,1,0,-1
35.87452635089351,91.7377348172596,280.743827544818,20.93037252707046,61.68386102263658,923.105658170134,1.2135377603565167,3160.4111371560853,234.29054025304265,0,0,1,-1
33.446688392284535,93.00043848936672,108.34125513171736,44.72813466777143,90.25237724484836,570.9611735614977,9.631448446082192,1791.4063414842556,8830.68405446599,1,1,0,-1
10.990592196242046,72.98188417485524,221.02690359942696,42.89599451894908,90.97687944333576,3618.943856995148,9.97063494459672,1687.7793823003062,8502.450038338407,0,1,3,-1
33.74342129999069,92.32105748028124,12.605577379907896,38.86693384175368,22.60159007457294,2089.071047449384,8.897347936877923,199.68093566379832,7232.1200268525345,1,1,0,-1
11.39494347640057,92.29414386005703,2.2260923641950536,16.807718726152007,73.7522145586988,4789.4795306220685,2.6588131475356915,2465.792005202459,8901.362852770471,1,0,2,-1
28.48102458753839,81.22243938729117,49.74899281184813,16.43938983634965,99.66626994597956,4958.549112604195,9.714699060403111,2860.744967255333,3251.746640671039,1,1,0,-1
34.28427716774735,94.18412932373776,202.7444599248276,44.44284241440289,23.14086379096868,734.3556389474281,0.0365292565193542,5783.206032555981,4482.14104024986,1,0,2,-1
35.903003905761715,72.68967057157313,293.90043912671973,36.86126113804947,93.23124283715757,2220.3400968926694,0.8728818124243176,1801.70839172411,417.7881845769116,1,1,0,-1
28.24668970657261,69.08036253781168,129.88413635862068,43.94834446477149,95.72931516718992,4613.416865746763,1.8742102784980164,7979.9558787260285,4195.294091678356,1,0,2,-1
36.63100775013339,89.45409478614687,290.7005622426459,19.301109350859637,86.61870286260091,1642.6234909570137,9.996898773860396,2411.460103514143,8885.83442269182,0,0,1,-1
36.42094468327883,96.7332393224322,67.4194932515094,43.21189297722516,56.03326709870754,3275.0253818456777,0.6916559756443375,1211.6475809503738,2399.628704235952,0,1,3,-1
9.185189871727887,81.74367306642456,291.195489914337,16.5053633074909,63.62336780050793,4546.332963687804,0.791906725341851,5725.8906191915685,1118.5277688444585,1,0,2,-1
21.41350676786129,92.3066168406315,279.2918742728533,33.11836890388952,27.201521748173548,1255.3212459092028,8.86815828185292,556.6324898655298,266.18825257113565,0,0,1,-1
15.80805369753205,89.77353005985873,260.34837411941083,17.45055436759823,39.5377343193808,4948.006900461659,0.2245209122630043,8506.369156580047,1078.7359126662243,1,0,2,-1
36.60894221499641,69.3910591988048,161.4290806418511,17.694568203818466,32.039728618936074,897.660172473177,9.666413898085889,7437.963603527092,5692.38077417909,0,1,3,-1
12.43291503634563,72.03644627998162,254.603869412567,42.36904966696451,93.24175959943878,4103.571750457252,7.954188312706285,8344.443183455904,1690.7147002037882,1,0,2,-1
20.337656719876087,69.98210277199765,284.20155362423293,26.64840692562783,21.58680197057725,138.51334379002878,0.320053816872381,8263.901060518496,8561.70629597288,0,0,1,-1
36.70884673930841,85.087139980126,294.4230961103717,42.583076280865285,66.59060901866965,2321.303067122712,1.551247508591812,161.71015472231295,415.734452728912,0,1,3,-1
34.956345183186954,69.08912602246549,223.12880227586703,38.392223153625565,31.871580620609503,4026.153696734361,9.113575574919984,8328.329780077944,9887.527793549869,0,0,1,-1
11.604619481080796,68.32348303204309,241.38673246212136,43.52304222841197,60.32667648955888,1295.532299366478,1.3695191871664825,7444.995646618496,9870.4379510872,0,0,1,-1
34.08766262496249,84.80871607762023,294.7829974214233,43.35107205250853,99.61770026849048,4841.858549101285,8.462933063317603,4533.104137161216,7510.899938070002,0,0,1,-1
19.13284541982313,93.43749211076464,93.52921549563888,17.46284179772322,99.33501901249004,4793.124808838958,9.785755527377964,6372.801157815565,4091.507037236893,1,1,0,-1
23.470371667313323,89.76519544020572,273.41836104218515,44.51430767585133,37.84704912652658,516.0521672514074,9.121949991163447,7928.351258843862,399.1642403885443,0,1,3,-1
34.841486874296514,78.79961931502532,194.2785352839046,15.362512365432863,22.281695776337145,4642.248146187972,8.092133595761617,3296.94398154427,3754.011078061024,1,0,2,-1
12.084853591014197,78.53838190353167,297.1123568901636,43.73558783270482,99.35766422121816,1762.9564717801145,9.686976700757764,1853.468372167222,505.5164535000012,1,0,2,-1
30.490300884155307,95.5365856762959,83.43337422730693,19.92709219860886,20.30285869059174,3043.9221331870726,9.88731634057632,7696.956804054592,1903.8486674916144,1,1,0,-1
19.622128765384453,70.48851237957372,52.593273154391895,15.413273578572795,40.12715152566759,997.5432949695067,9.154949553979442,6430.099760718249,9533.501121693234,1,1,0,-1
8.78578378260102,70.9067244671123,281.94799279327435,42.08738506061754,83.75221466354056,188.53800868779413,9.791831168803771,1022.5953620036448,9721.891342858436,0,1,3,-1
34.51466539025447,73.74502163299154,46.45799925647452,41.97381303019836,33.808009492087464,4353.950536322772,3.738309182220268,8520.818547418274,8634.683452676754,0,1,3,-1
11.969683271995413,69.68587993977803,297.9024108852493,17.659127095957047,90.44763942558107,816.5482086988391,3.655351371840749,8356.376765999099,4969.182717402318,0,0,1,-1
30.35645390862884,85.17351523244733,241.65805872151,44.05972133366329,21.408889869035875,1405.7262095309952,9.255799553590409,8776.344357167318,1421.7220833681265,1,1,0,-1
18.46824301126077,93.2419140281907,136.58995432420303,42.88331969220731,99.20270870147674,4221.302333408962,9.388254872114675,2460.1849334136773,1149.811546834575,0,0,1,-1
34.60209368840504,94.87451762583362,247.07228320539213,38.66339494851184,20.55807482280481,4952.30540299512,0.7756060999318282,3465.177807529419,836.7527790028417,1,1,0,-1
32.03854875036964,68.44899131498795,206.95548862389043,42.07294947826857,25.511312057534656,3189.006312304821,8.961471525631678,1035.6608217294097,2102.2539117468896,0,0,1,-1
25.291826475979537,68.07118300687148,253.22362031467048,42.352953188201,48.95447005541887,768.6244411775806,1.667652830361136,658.352572934877,294.1806366174593,1,1,0,-1
9.895333883169329,94.80029052496428,228.9569612158484,38.78210982807707,86.27803520185734,4502.807175011447,2.8624975245077646,8151.1880243105825,49.32792860177449,1,1,0,-1
17.243822585030028,94.80517429521544,295.8749569415653,44.08725865444177,87.73837133662072,3438.2906955148364,0.833753359774605,1028.8855783040506,8633.203557214798,0,0,1,-1
35.23296325687399,86.9840233781146,167.36289476065514,43.37307887036091,99.52331620129212,4628.405035125428,4.714945575154022,671.7906207154806,5220.25031939635,1,1,0,-1
36.94008920546679,96.65790128908225,172.73057446568532,19.66704182296106,37.83265995435925,3517.530303222717,2.5812406643862804,7522.358958305976,1106.4340160397835,0,1,3,-1
